+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                           ;
+-----------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                       ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; inst3|fifo_0_out_translator_avalon_universal_slave_0_agent|uncompressor                                         ; 34    ; 1              ; 0            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|fifo_0_out_translator_avalon_universal_slave_0_agent                                                      ; 279   ; 38             ; 51           ; 38             ; 290    ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_memdata1_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                                     ; 139   ; 39             ; 0            ; 39             ; 98     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_memdata1_s1_translator_avalon_universal_slave_0_agent|uncompressor                                 ; 34    ; 1              ; 0            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_memdata1_s1_translator_avalon_universal_slave_0_agent                                              ; 279   ; 38             ; 51           ; 38             ; 290    ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_mem1_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                                         ; 139   ; 39             ; 0            ; 39             ; 98     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_mem1_s1_translator_avalon_universal_slave_0_agent|uncompressor                                     ; 34    ; 1              ; 0            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_mem1_s1_translator_avalon_universal_slave_0_agent                                                  ; 279   ; 38             ; 51           ; 38             ; 290    ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|cpu1_jtag_debug_module_translator_avalon_universal_slave_0_agent_rsp_fifo                                 ; 139   ; 39             ; 0            ; 39             ; 98     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|cpu1_jtag_debug_module_translator_avalon_universal_slave_0_agent|uncompressor                             ; 34    ; 1              ; 0            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|cpu1_jtag_debug_module_translator_avalon_universal_slave_0_agent                                          ; 279   ; 38             ; 51           ; 38             ; 290    ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|cpu1_data_master_translator_avalon_universal_master_0_agent                                               ; 174   ; 36             ; 81           ; 36             ; 131    ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|cpu0_instruction_master_translator_avalon_universal_master_0_agent                                        ; 174   ; 36             ; 81           ; 36             ; 131    ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|cpu0_data_master_translator_avalon_universal_master_0_agent                                               ; 174   ; 36             ; 81           ; 36             ; 131    ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|cpu1_instruction_master_translator_avalon_universal_master_0_agent                                        ; 174   ; 36             ; 81           ; 36             ; 131    ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1_avalon_jtag_slave_translator                                                                   ; 98    ; 2              ; 20           ; 2              ; 70     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|timer1_s1_translator                                                                                      ; 82    ; 19             ; 34           ; 19             ; 55     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|fifo_0_in_translator                                                                                      ; 98    ; 34             ; 17           ; 34             ; 67     ; 34              ; 34            ; 34              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|cpu0_jtag_debug_module_translator                                                                         ; 98    ; 3              ; 9            ; 3              ; 83     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_memdata0_s1_translator                                                                             ; 98    ; 4              ; 5            ; 4              ; 86     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|sysid_control_slave_translator                                                                            ; 98    ; 3              ; 17           ; 3              ; 35     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0_avalon_jtag_slave_translator                                                                   ; 98    ; 2              ; 20           ; 2              ; 70     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|timer0_s1_translator                                                                                      ; 82    ; 19             ; 34           ; 19             ; 55     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_mem0_s1_translator                                                                                 ; 98    ; 4              ; 4            ; 4              ; 87     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|fifo_0_in_csr_translator                                                                                  ; 98    ; 3              ; 15           ; 3              ; 71     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|fifo_0_out_translator                                                                                     ; 98    ; 2              ; 17           ; 2              ; 35     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_memdata1_s1_translator                                                                             ; 98    ; 4              ; 5            ; 4              ; 86     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_mem1_s1_translator                                                                                 ; 98    ; 4              ; 4            ; 4              ; 87     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|cpu1_jtag_debug_module_translator                                                                         ; 98    ; 3              ; 9            ; 3              ; 83     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|cpu1_data_master_translator                                                                               ; 99    ; 9              ; 0            ; 9              ; 94     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|cpu0_instruction_master_translator                                                                        ; 99    ; 48             ; 2            ; 48             ; 95     ; 48              ; 48            ; 48              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|cpu0_data_master_translator                                                                               ; 99    ; 9              ; 0            ; 9              ; 94     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|cpu1_instruction_master_translator                                                                        ; 99    ; 48             ; 2            ; 48             ; 95     ; 48              ; 48            ; 48              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|fifo_0|the_scfifo_with_controls|the_scfifo|single_clock_fifo|auto_generated|dpfifo|wr_ptr                 ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|fifo_0|the_scfifo_with_controls|the_scfifo|single_clock_fifo|auto_generated|dpfifo|rd_ptr_count           ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|fifo_0|the_scfifo_with_controls|the_scfifo|single_clock_fifo|auto_generated|dpfifo|FIFOram|altsyncram1    ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|fifo_0|the_scfifo_with_controls|the_scfifo|single_clock_fifo|auto_generated|dpfifo|FIFOram                ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|fifo_0|the_scfifo_with_controls|the_scfifo|single_clock_fifo|auto_generated|dpfifo|fifo_state|count_usedw ; 5     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|fifo_0|the_scfifo_with_controls|the_scfifo|single_clock_fifo|auto_generated|dpfifo|fifo_state             ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|fifo_0|the_scfifo_with_controls|the_scfifo|single_clock_fifo|auto_generated|dpfifo                        ; 37    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|fifo_0|the_scfifo_with_controls|the_scfifo|single_clock_fifo|auto_generated                               ; 36    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|fifo_0|the_scfifo_with_controls|the_scfifo                                                                ; 36    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|fifo_0|the_scfifo_with_controls                                                                           ; 73    ; 0              ; 0            ; 0              ; 67     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|fifo_0                                                                                                    ; 73    ; 0              ; 0            ; 0              ; 67     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_memdata1|the_altsyncram|auto_generated                                                             ; 52    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_memdata1                                                                                           ; 54    ; 0              ; 1            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|sysid                                                                                                     ; 3     ; 14             ; 2            ; 14             ; 32     ; 14              ; 14            ; 14              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_memdata0|the_altsyncram|auto_generated                                                             ; 52    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_memdata0                                                                                           ; 54    ; 0              ; 1            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_mem1|the_altsyncram|auto_generated|mux2                                                            ; 65    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_mem1|the_altsyncram|auto_generated|decode3                                                         ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_mem1|the_altsyncram|auto_generated                                                                 ; 53    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_mem1                                                                                               ; 55    ; 0              ; 1            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_mem0|the_altsyncram|auto_generated|mux2                                                            ; 65    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_mem0|the_altsyncram|auto_generated|decode3                                                         ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_mem0|the_altsyncram|auto_generated                                                                 ; 53    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_mem0                                                                                               ; 55    ; 0              ; 1            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_MPSoC_jtag_uart0_scfifo_r|rfifo|auto_generated|dpfifo|wr_ptr                               ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_MPSoC_jtag_uart0_scfifo_r|rfifo|auto_generated|dpfifo|rd_ptr_count                         ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_MPSoC_jtag_uart0_scfifo_r|rfifo|auto_generated|dpfifo|FIFOram|altsyncram1                  ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_MPSoC_jtag_uart0_scfifo_r|rfifo|auto_generated|dpfifo|FIFOram                              ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_MPSoC_jtag_uart0_scfifo_r|rfifo|auto_generated|dpfifo|fifo_state|count_usedw               ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_MPSoC_jtag_uart0_scfifo_r|rfifo|auto_generated|dpfifo|fifo_state                           ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_MPSoC_jtag_uart0_scfifo_r|rfifo|auto_generated|dpfifo                                      ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_MPSoC_jtag_uart0_scfifo_r|rfifo|auto_generated                                             ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_MPSoC_jtag_uart0_scfifo_r                                                                  ; 13    ; 0              ; 1            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_MPSoC_jtag_uart0_scfifo_w|wfifo|auto_generated|dpfifo|wr_ptr                               ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_MPSoC_jtag_uart0_scfifo_w|wfifo|auto_generated|dpfifo|rd_ptr_count                         ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_MPSoC_jtag_uart0_scfifo_w|wfifo|auto_generated|dpfifo|FIFOram|altsyncram1                  ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_MPSoC_jtag_uart0_scfifo_w|wfifo|auto_generated|dpfifo|FIFOram                              ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_MPSoC_jtag_uart0_scfifo_w|wfifo|auto_generated|dpfifo|fifo_state|count_usedw               ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_MPSoC_jtag_uart0_scfifo_w|wfifo|auto_generated|dpfifo|fifo_state                           ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_MPSoC_jtag_uart0_scfifo_w|wfifo|auto_generated|dpfifo                                      ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_MPSoC_jtag_uart0_scfifo_w|wfifo|auto_generated                                             ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_MPSoC_jtag_uart0_scfifo_w                                                                  ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1                                                                                                ; 38    ; 10             ; 23           ; 10             ; 34     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_MPSoC_jtag_uart0_scfifo_r|rfifo|auto_generated|dpfifo|wr_ptr                               ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_MPSoC_jtag_uart0_scfifo_r|rfifo|auto_generated|dpfifo|rd_ptr_count                         ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_MPSoC_jtag_uart0_scfifo_r|rfifo|auto_generated|dpfifo|FIFOram|altsyncram1                  ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_MPSoC_jtag_uart0_scfifo_r|rfifo|auto_generated|dpfifo|FIFOram                              ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_MPSoC_jtag_uart0_scfifo_r|rfifo|auto_generated|dpfifo|fifo_state|count_usedw               ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_MPSoC_jtag_uart0_scfifo_r|rfifo|auto_generated|dpfifo|fifo_state                           ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_MPSoC_jtag_uart0_scfifo_r|rfifo|auto_generated|dpfifo                                      ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_MPSoC_jtag_uart0_scfifo_r|rfifo|auto_generated                                             ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_MPSoC_jtag_uart0_scfifo_r                                                                  ; 13    ; 0              ; 1            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_MPSoC_jtag_uart0_scfifo_w|wfifo|auto_generated|dpfifo|wr_ptr                               ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_MPSoC_jtag_uart0_scfifo_w|wfifo|auto_generated|dpfifo|rd_ptr_count                         ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_MPSoC_jtag_uart0_scfifo_w|wfifo|auto_generated|dpfifo|FIFOram|altsyncram1                  ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_MPSoC_jtag_uart0_scfifo_w|wfifo|auto_generated|dpfifo|FIFOram                              ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_MPSoC_jtag_uart0_scfifo_w|wfifo|auto_generated|dpfifo|fifo_state|count_usedw               ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_MPSoC_jtag_uart0_scfifo_w|wfifo|auto_generated|dpfifo|fifo_state                           ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_MPSoC_jtag_uart0_scfifo_w|wfifo|auto_generated|dpfifo                                      ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_MPSoC_jtag_uart0_scfifo_w|wfifo|auto_generated                                             ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_MPSoC_jtag_uart0_scfifo_w                                                                  ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0                                                                                                ; 38    ; 10             ; 23           ; 10             ; 34     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|timer1                                                                                                    ; 23    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|timer0                                                                                                    ; 23    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|cpu1                                                                                                      ; 150   ; 0              ; 29           ; 0              ; 109    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|cpu0                                                                                                      ; 150   ; 0              ; 29           ; 0              ; 109    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3                                                                                                           ; 2     ; 1              ; 0            ; 1              ; 0      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
+-----------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
